ticker,market_group,L_past,L_future,discovered_states,statistical_complexity,runtime_seconds,error
INDA,emerging,4,7,3,0.010796858115574655,27.297016624999742,
INDA,emerging,4,8,4,0.011373653243773499,23.825259582999934,
INDA,emerging,4,9,3,0.01080234421847813,21.628607042000112,
INDA,emerging,4,10,3,0.00758643372761003,26.700710416999755,
INDA,emerging,5,2,3,0.007572874374263213,25.950542334000602,
INDA,emerging,5,3,4,0.011362034486240702,26.913631833999716,
INDA,emerging,5,4,4,0.011364936829918154,25.51518841699999,
INDA,emerging,5,5,3,0.007578679266693568,26.777108292000776,
INDA,emerging,5,6,4,0.01137074620739723,25.198749666999902,
INDA,emerging,5,7,3,0.007582554407953626,24.982374832999994,
INDA,emerging,5,8,4,0.011376561846959798,22.78629408300003,
INDA,emerging,5,9,4,0.011379472018247051,26.923200333999375,
INDA,emerging,5,10,4,0.011382383758928595,25.83175008299986,
INDA,emerging,6,2,4,0.011362034486240704,26.610864791000495,
INDA,emerging,6,3,3,0.00757674326081334,24.898353749999842,
INDA,emerging,6,4,3,0.00757867926669357,27.506786334000026,
INDA,emerging,6,5,3,0.007580616315453904,26.114973499999905,
INDA,emerging,6,6,4,0.01459058030908415,26.159929792000185,
INDA,emerging,6,7,3,0.00758449354505187,23.668377125000006,
INDA,emerging,6,8,3,0.00758643372761003,25.360417790999236,
INDA,emerging,6,9,3,0.007588374956489686,24.565147708999575,
INDA,emerging,6,10,3,0.007590317232553552,26.103316749999976,
INDA,emerging,7,2,3,0.0075767432608135,24.10135200000059,
INDA,emerging,7,3,3,0.00757867926669357,26.150305500000286,
INDA,emerging,7,4,3,0.007580616315453906,24.697404542000186,
INDA,emerging,7,5,3,0.007582554407953625,26.591675749999922,
INDA,emerging,7,6,3,0.00758449354505187,24.22355145899928,
INDA,emerging,7,7,3,0.00758643372761003,26.114522208999915,
INDA,emerging,7,8,4,0.011382383758928588,25.33787333300006,
INDA,emerging,7,9,3,0.007590317232553552,25.74286116700023,
INDA,emerging,7,10,3,0.007592260556664526,24.593064458999834,
INDA,emerging,8,2,3,0.007578679266693568,26.171937124999204,
INDA,emerging,8,3,4,0.011370746207397229,25.061480334000407,
INDA,emerging,8,4,3,0.007582554407953625,24.708212499999718,
INDA,emerging,8,5,3,0.00758449354505187,23.161789291000787,
INDA,emerging,8,6,3,0.007586433727610031,26.496786333000273,
INDA,emerging,8,7,3,0.007588374956489686,25.560451500000454,
INDA,emerging,8,8,4,0.011385297070296663,26.86178766699959,
INDA,emerging,8,9,3,0.007592260556664526,25.390739624999696,
INDA,emerging,8,10,3,0.007594204929688099,26.58166062500004,
INDA,emerging,9,2,4,0.011370746207397068,25.275111167000432,
INDA,emerging,9,3,4,0.011373653243773492,25.8020534999996,
INDA,emerging,9,4,3,0.00758449354505187,24.461712958000135,
INDA,emerging,9,5,3,0.00758643372761003,25.295316249999814,
INDA,emerging,9,6,3,0.007588374956489688,24.358563459000834,
INDA,emerging,9,7,3,0.007590317232553552,25.975671584000338,
INDA,emerging,9,8,4,0.011388211953648383,24.493594833000316,
INDA,emerging,9,9,3,0.007594204929688099,26.247383875000196,
INDA,emerging,9,10,3,0.007596150352489452,25.871330999999373,
INDA,emerging,10,2,3,0.007582554407953625,26.156873291999545,
INDA,emerging,10,3,4,0.011376561846959805,24.884360084000036,
INDA,emerging,10,4,3,0.007586433727610031,24.422575040999618,
INDA,emerging,10,5,3,0.007588374956489686,23.438774750000448,
INDA,emerging,10,6,3,0.007590317232553552,23.760633875000167,
INDA,emerging,10,7,3,0.007592260556664526,22.692032792000646,
INDA,emerging,10,8,4,0.011391128410280027,22.768991332999576,
INDA,emerging,10,9,4,0.01461661458008582,21.570290874999955,
INDA,emerging,10,10,3,0.007598096825935087,15.31261799999993,
MCHI,emerging,2,2,3,0.010777703029161454,29.014741582999704,
MCHI,emerging,2,3,3,0.010780435072685227,29.28130158299973,
MCHI,emerging,2,4,4,0.014568343021903477,29.147730124999725,
MCHI,emerging,2,5,8,0.03935201467006644,29.091378499999337,
MCHI,emerging,2,6,7,0.035359290575529646,29.128269290999924,
MCHI,emerging,2,7,6,0.035011170154116596,28.412104750000253,
MCHI,emerging,2,8,8,0.039165409867646966,29.880492416999914,
MCHI,emerging,2,9,4,0.027016950236046788,29.537264499999765,
MCHI,emerging,2,10,6,0.03182153569950821,26.129129541999646,
MCHI,emerging,3,2,2,0.00699610790160137,27.948423875000117,
MCHI,emerging,3,3,3,0.007570941491880121,28.588353083000584,
MCHI,emerging,3,4,3,0.010785903552317197,27.90479120800046,
MCHI,emerging,3,5,3,0.007574808296955398,28.504855416999817,
MCHI,emerging,3,6,3,0.00757674326081334,27.25863333399957,
MCHI,emerging,3,7,3,0.00757867926669357,28.200549959000455,
MCHI,emerging,3,8,4,0.01137074620739707,27.41138170799968,
MCHI,emerging,3,9,3,0.007582554407953625,22.38885641700017,
MCHI,emerging,3,10,3,0.010802344218478293,24.45180983299997,
MCHI,emerging,4,2,3,0.007570941491880121,28.052554542000507,
MCHI,emerging,4,3,2,0.003786496461522925,27.24371329099995,
MCHI,emerging,4,4,2,0.003787463456866613,28.234590540999307,
MCHI,emerging,4,5,2,0.0037884309728220393,26.634855416999926,
MCHI,emerging,4,6,3,0.00757867926669357,27.630463208000037,
MCHI,emerging,4,7,3,0.007580616315453904,26.961703791999753,
MCHI,emerging,4,8,3,0.007582554407953625,24.5625825420002,
MCHI,emerging,4,9,3,0.00758449354505187,21.01067120799962,
MCHI,emerging,4,10,3,0.00758643372761003,26.9397596660001,
MCHI,emerging,5,2,3,0.007572874374263215,26.292601457999808,
MCHI,emerging,5,3,3,0.007574808296955398,26.587855624999975,
MCHI,emerging,5,4,2,0.0037884309728220393,25.613685166000323,
MCHI,emerging,5,5,2,0.00378939900981798,27.221191583999826,
MCHI,emerging,5,6,2,0.0037903675682834587,26.07752766699923,
MCHI,emerging,5,7,2,0.0037913366486477494,26.64441345799969,
MCHI,emerging,5,8,2,0.0037923062513411715,23.961743292000392,
MCHI,emerging,5,9,2,0.0037932763767936604,26.848949000000175,
MCHI,emerging,5,10,5,0.1596149921699835,25.63008308299959,
MCHI,emerging,6,2,3,0.007574808296955398,26.97758895900006,
MCHI,emerging,6,3,3,0.00757674326081334,24.953437084000143,
MCHI,emerging,6,4,3,0.007578679266693568,26.789904917000058,
MCHI,emerging,6,5,3,0.007580616315453904,25.48286837500018,
MCHI,emerging,6,6,3,0.007582554407953625,25.124216375000287,
MCHI,emerging,6,7,3,0.00758449354505187,22.93201500000032,
MCHI,emerging,6,8,3,0.00758643372761003,25.824467415999607,
MCHI,emerging,6,9,3,0.007588374956489688,25.499020917000053,
MCHI,emerging,6,10,3,0.007590317232553552,26.66483962500024,
MCHI,emerging,7,2,3,0.00757674326081334,24.826266957999906,
MCHI,emerging,7,3,3,0.007578679266693568,29.572471333000067,
MCHI,emerging,7,4,3,0.007580616315453906,26.111633375000565,
MCHI,emerging,7,5,3,0.007582554407953625,25.125867665999976,
MCHI,emerging,7,6,3,0.00758449354505187,22.70860108299985,
MCHI,emerging,7,7,3,0.00758643372761003,25.428074250000464,
MCHI,emerging,7,8,3,0.007588374956489686,23.51965441700031,
MCHI,emerging,7,9,3,0.007590317232553552,24.860715290999906,
MCHI,emerging,7,10,3,0.007592260556664526,24.345332709000104,
MCHI,emerging,8,2,3,0.00757867926669357,27.247041208000155,
MCHI,emerging,8,3,3,0.007580616315453906,25.741228708000563,
MCHI,emerging,8,4,3,0.007582554407953625,26.14606025000012,
MCHI,emerging,8,5,3,0.00758449354505187,24.60346162499991,
MCHI,emerging,8,6,3,0.00758643372761003,24.859295875000498,
MCHI,emerging,8,7,3,0.007588374956489686,23.79884262500036,
MCHI,emerging,8,8,3,0.007590317232553552,23.971608500000002,
MCHI,emerging,8,9,3,0.007592260556664526,23.473254125000494,
MCHI,emerging,8,10,3,0.007594204929688099,25.999262249999447,
MCHI,emerging,9,2,3,0.007580616315453906,24.720693666999978,
MCHI,emerging,9,3,3,0.007582554407953625,25.21677666600044,
MCHI,emerging,9,4,3,0.00758449354505187,23.71737750000011,
MCHI,emerging,9,5,3,0.007586433727610031,25.090025624999726,
MCHI,emerging,9,6,3,0.007588374956489688,24.322778916999596,
MCHI,emerging,9,7,3,0.007590317232553552,25.80390349999925,
MCHI,emerging,9,8,3,0.007592260556664688,23.102003083000454,
MCHI,emerging,9,9,3,0.0075942049296882615,26.128132750000077,
MCHI,emerging,9,10,3,0.0075961503524894555,25.15572125000017,
MCHI,emerging,10,2,3,0.007582554407953625,26.959748999999647,
MCHI,emerging,10,3,3,0.00758449354505187,24.34463074999985,
MCHI,emerging,10,4,3,0.007586433727610031,24.85739908300002,
MCHI,emerging,10,5,3,0.007588374956489688,24.298303874999874,
MCHI,emerging,10,6,3,0.007590317232553552,24.660931499999606,
MCHI,emerging,10,7,3,0.007592260556664688,22.18075108299945,
MCHI,emerging,10,8,3,0.007594204929688099,19.611590917000285,
MCHI,emerging,10,9,3,0.007596150352489452,18.860399499999403,
MCHI,emerging,10,10,3,0.007598096825935087,15.056699957999626,
SPY,developed,2,2,3,0.0075670788446232234,29.340215833000002,
SPY,developed,2,3,3,0.0075690096489513786,28.689274791000116,
SPY,developed,2,4,4,0.011356234482582179,29.075963124999817,
SPY,developed,2,5,3,0.007572874374263215,28.65343279200033,
SPY,developed,2,6,3,0.007574808296955398,29.050305207999827,
SPY,developed,2,7,3,0.010791377896737772,28.146674083000107,
SPY,developed,2,8,3,0.01379288811785441,28.970838042000196,
SPY,developed,2,9,3,0.010796858115574813,28.518186415999935,
SPY,developed,2,10,4,0.014590580309084163,26.348031208000066,
SPY,developed,3,2,4,0.011353336820035408,27.149422583999694,
SPY,developed,3,3,3,0.007570941491880121,28.309742417000052,
SPY,developed,3,4,3,0.007572874374263213,27.449296875000073,
SPY,developed,3,5,3,0.007574808296955398,28.005484582999998,
SPY,developed,3,6,3,0.0075767432608135,26.729995249999774,
SPY,developed,3,7,3,0.007578679266693568,27.48248195899987,
SPY,developed,3,8,3,0.007580616315453904,27.266666875000283,
SPY,developed,3,9,3,0.007582554407953625,21.39904079200005,
SPY,developed,3,10,3,0.00758449354505187,24.954120041999886,
SPY,developed,4,2,4,0.011356234482582172,26.488918415999706,
SPY,developed,4,3,3,0.007572874374263213,26.26081212500003,
SPY,developed,4,4,4,0.011362034486240692,26.595540708000044,
SPY,developed,4,5,4,0.011364936829918165,25.905297084000267,
SPY,developed,4,6,4,0.011367840736541217,26.42052862499986,
SPY,developed,4,7,4,0.01137074620739723,26.33072462500013,
SPY,developed,4,8,4,0.011373653243773499,22.890628790999926,
SPY,developed,4,9,4,0.011376561846959798,20.117824582999674,
SPY,developed,4,10,4,0.011379472018247051,26.702090917000078,
SPY,developed,5,2,3,0.007572874374263213,25.574147792000076,
SPY,developed,5,3,3,0.007574808296955398,26.604062375000012,
SPY,developed,5,4,3,0.0075767432608135,25.04313358299987,
SPY,developed,5,5,3,0.007578679266693568,26.387129875000028,
SPY,developed,5,6,4,0.01137074620739723,25.690117333000217,
SPY,developed,5,7,3,0.007582554407953625,24.665188874999785,
SPY,developed,5,8,3,0.00758449354505187,22.161228500000107,
SPY,developed,5,9,3,0.00758643372761003,25.31951195800002,
SPY,developed,5,10,3,0.007588374956489686,24.490263958000014,
SPY,developed,6,2,4,0.014575747495262189,25.216452541999843,
SPY,developed,6,3,3,0.0075767432608135,24.04509300000018,
SPY,developed,6,4,3,0.007578679266693568,26.288198791000013,
SPY,developed,6,5,3,0.007580616315453904,24.17741920799972,
SPY,developed,6,6,3,0.007582554407953625,24.29256158399994,
SPY,developed,6,7,3,0.00758449354505187,22.754466917000173,
SPY,developed,6,8,3,0.00758643372761003,25.671649165999952,
SPY,developed,6,9,3,0.007588374956489686,24.855972000000293,
SPY,developed,6,10,3,0.007590317232553552,26.143489000000045,
SPY,developed,7,2,4,0.014579452712880036,23.999286708,
SPY,developed,7,3,4,0.011367840736541216,26.041279958999894,
SPY,developed,7,4,3,0.007580616315453904,25.041638791999958,
SPY,developed,7,5,3,0.007582554407953625,24.649891916999877,
SPY,developed,7,6,3,0.00758449354505187,22.60770791699997,
SPY,developed,7,7,3,0.00758643372761003,26.140981167000064,
SPY,developed,7,8,3,0.007588374956489686,25.008059958999638,
SPY,developed,7,9,3,0.007590317232553552,26.28187995799999,
SPY,developed,7,10,3,0.007592260556664526,24.44766308399994,
SPY,developed,8,2,4,0.01458315991996647,27.562617000000046,
SPY,developed,8,3,3,0.007580616315453904,24.868679832999987,
SPY,developed,8,4,3,0.007582554407953625,27.42051495800024,
SPY,developed,8,5,3,0.00758449354505187,23.260353542000303,
SPY,developed,8,6,4,0.011379472018247051,24.925271416000214,
SPY,developed,8,7,3,0.007588374956489686,24.43283775000009,
SPY,developed,8,8,3,0.007590317232553552,25.456773542000064,
SPY,developed,8,9,3,0.007592260556664526,23.67932816700022,
SPY,developed,8,10,3,0.007594204929688099,25.373511750000034,
SPY,developed,9,2,2,0.0037903675682834587,26.157587457999853,
SPY,developed,9,3,3,0.007582554407953625,25.41657941700032,
SPY,developed,9,4,3,0.00758449354505187,23.716045541999847,
SPY,developed,9,5,3,0.00758643372761003,26.002748541000074,
SPY,developed,9,6,3,0.007588374956489686,24.86392908400012,
SPY,developed,9,7,3,0.007590317232553552,25.24691887500012,
SPY,developed,9,8,3,0.007592260556664526,23.841060624999955,
SPY,developed,9,9,3,0.007594204929688099,26.022400874999676,
SPY,developed,9,10,3,0.007596150352489452,24.99455795799986,
SPY,developed,10,2,2,0.0037913366486477494,26.02754158300013,
SPY,developed,10,3,3,0.00758449354505187,24.66703491699991,
SPY,developed,10,4,3,0.00758643372761003,24.49055716699968,
SPY,developed,10,5,3,0.007588374956489686,23.585493292000137,
SPY,developed,10,6,4,0.011385297070296665,24.294095000000198,
SPY,developed,10,7,3,0.007592260556664526,22.663733167000373,
SPY,developed,10,8,3,0.007594204929688099,22.60529729100017,
SPY,developed,10,9,3,0.007596150352489452,20.53387170799988,
SPY,developed,10,10,3,0.007598096825935087,16.034123458000067,
